Date,Amount,Normalized Amount,Type,Fund,Campaign,Appeal,Primary ZIP Code,Account Number,Total Donation,Num Months,Average Monthly Donation
8/8/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,20084,4151322.47,21,197682.0224
8/8/2024,1000,4.57E-05,Donation,Unrestricted,2024 Sips & Slices - Sponsor,Business Multi Channel,53527-9598,2828,25600,5,5120
8/5/2024,1000,4.57E-05,Donation,Unrestricted,2024 Sips & Slices - Sponsor,Business Multi Channel,53704,14934,25600,5,5120
7/31/2024,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53955-9254,3914,4151322.47,21,197682.0224
7/31/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,46268,14959,4151322.47,21,197682.0224
7/23/2024,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53562-1133,2350,4151322.47,21,197682.0224
7/23/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,46268,6661,4151322.47,21,197682.0224
7/19/2024,1000,4.57E-05,Donation,Unrestricted,2024 Sips & Slices - Sponsor,Business Multi Channel,53704,20206,25600,5,5120
7/18/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53558-9063,14295,4151322.47,21,197682.0224
7/18/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1769,377,4151322.47,21,197682.0224
7/10/2024,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53704-5908,4360,4151322.47,21,197682.0224
7/10/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,20084,4151322.47,21,197682.0224
7/10/2024,1000,4.57E-05,Donation,Unrestricted,2024 Sips & Slices - Sponsor,Business Multi Channel,53597,15485,25600,5,5120
7/8/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-6483,4723,4151322.47,21,197682.0224
7/3/2024,1000,4.57E-05,Donation,Unrestricted,2024 Sips & Slices - Sponsor,Business Multi Channel,53714-1242,4492,25600,5,5120
7/1/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53532-1770,2582,4151322.47,21,197682.0224
6/27/2024,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53562-5615,2368,4151322.47,21,197682.0224
6/27/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,02889-9509,19853,4151322.47,21,197682.0224
6/27/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-1758,19104,4151322.47,21,197682.0224
6/27/2024,1000,4.57E-05,Donation,Unrestricted,2024 Sips & Slices - Sponsor,Business Multi Channel,53016,15462,25600,5,5120
6/20/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53824-9701,4200,4151322.47,21,197682.0224
6/19/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1769,377,4151322.47,21,197682.0224
6/18/2024,1000,4.57E-05,Donation,Munch,Support The River,Foundation Application,53527-8981,662,4151322.47,21,197682.0224
6/11/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53562-1184,4836,4151322.47,21,197682.0224
6/6/2024,1000,4.57E-05,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53555-9648,4729,15722436.67,21,748687.4605
6/6/2024,1000,4.57E-05,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,55113-1349,4742,15722436.67,21,748687.4605
6/3/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Event,53704-6031,20111,4151322.47,21,197682.0224
6/3/2024,1000,4.57E-05,Soft Credit,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Multi Channel,53704-1625,1238,15722436.67,21,748687.4605
6/3/2024,1000,4.57E-05,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Multi Channel,Unknown,20103,15722436.67,21,748687.4605
5/16/2024,1000,4.57E-05,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53558-9063,14295,15722436.67,21,748687.4605
5/15/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1769,377,4151322.47,21,197682.0224
5/15/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-1941,3319,4151322.47,21,197682.0224
5/13/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Multi Channel,Unknown,9090,4151322.47,21,197682.0224
5/7/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53717-2148,3084,4151322.47,21,197682.0224
5/6/2024,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,Unknown,338,4151322.47,21,197682.0224
5/6/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Multi Channel,80218,6842,4151322.47,21,197682.0224
5/3/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5950,2003,4151322.47,21,197682.0224
5/1/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-2723,4000,4151322.47,21,197682.0224
4/30/2024,1000,4.57E-05,Donation,Unrestricted,2024 Sips & Slices - Sponsor,Business Multi Channel,53703,4515,25600,5,5120
4/19/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-1620,1769,4151322.47,21,197682.0224
4/15/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1769,377,4151322.47,21,197682.0224
4/9/2024,1000,4.57E-05,Donation,Munch,2024 Munch Summer - Sponsor,Business Multi Channel,53212,15500,1000,0,inf
4/9/2024,1000,4.57E-05,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Multi Channel,53212,15500,15722436.67,21,748687.4605
4/4/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
4/3/2024,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,338,4151322.47,21,197682.0224
4/3/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Business Multi Channel,53562-4629,2613,4151322.47,21,197682.0224
3/27/2024,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,83702-3317,7814,4151322.47,21,197682.0224
3/27/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Multi Channel,44236,14965,4151322.47,21,197682.0224
3/22/2024,1000,4.57E-05,Donation,Programs/Operations,2024 Match Madness,Individual Multi Channel,53714,460,63408.02,3,21136.00667
3/20/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1769,377,4151322.47,21,197682.0224
3/19/2024,1000,4.57E-05,Donation,Programs/Operations,2024 Match Madness,Individual Online,53704-8100,5609,63408.02,3,21136.00667
3/13/2024,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15214,4151322.47,21,197682.0224
3/4/2024,1000,4.57E-05,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53718-2761,225,15722436.67,21,748687.4605
3/1/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53716-1806,3507,4151322.47,21,197682.0224
2/25/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53704,85,4151322.47,21,197682.0224
2/22/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1769,377,4151322.47,21,197682.0224
1/28/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1769,377,4151322.47,21,197682.0224
1/22/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53590-8840,19614,4151322.47,21,197682.0224
1/18/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53711-2008,2699,4151322.47,21,197682.0224
1/4/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
1/3/2024,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5908,4360,4151322.47,21,197682.0224
12/31/2023,1000,4.57E-05,Donation,Unrestricted,2023 Year-End,Individual Online,53711-1646,4262,99027.43,3,33009.14333
12/31/2023,1000,4.57E-05,Donation,Unrestricted,2023 Year-End,Individual Online,53705-2223,19273,99027.43,3,33009.14333
12/30/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Business Multi Channel,53704-3647,7533,4151322.47,21,197682.0224
12/30/2023,1000,4.57E-05,Donation,Unrestricted,2023 Year-End,Individual Online,53711-5850,3695,99027.43,3,33009.14333
12/29/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Business Multi Channel,53562-4664,2028,4151322.47,21,197682.0224
12/29/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-3265,3918,4151322.47,21,197682.0224
12/29/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-9171,700,4151322.47,21,197682.0224
12/27/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53562-4338,4247,110700.59,3,36900.19667
12/26/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53716-2025,14271,4151322.47,21,197682.0224
12/26/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18920,4151322.47,21,197682.0224
12/25/2023,1000,4.57E-05,Donation,Unrestricted,2023 Year-End,Individual Mailing,53597-2637,2469,99027.43,3,33009.14333
12/24/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53715-2051,3098,4151322.47,21,197682.0224
12/23/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1769,377,4151322.47,21,197682.0224
12/21/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-8493,19234,4151322.47,21,197682.0224
12/21/2023,1000,4.57E-05,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Multi Channel,53715,19184,15722436.67,21,748687.4605
12/21/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Multi Channel,53719-1272,3547,4151322.47,21,197682.0224
12/20/2023,1000,4.57E-05,Pledge,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Multi Channel,53715,19184,15722436.67,21,748687.4605
12/19/2023,1000,4.57E-05,Donation,Unrestricted,2023 Year-End,Individual Mailing,53718-6657,14179,99027.43,3,33009.14333
12/19/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53704-1113,7044,4151322.47,21,197682.0224
12/15/2023,1000,4.57E-05,Donation,Unrestricted,2023 Year-End,Business Mailing,53703-1506,2972,99027.43,3,33009.14333
12/15/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Business Multi Channel,53701-1467,14427,4151322.47,21,197682.0224
12/14/2023,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Individual Online,53718-8342,13262,4151322.47,21,197682.0224
12/14/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53718-8342,14249,4151322.47,21,197682.0224
12/13/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Multi Channel,53562-2317,746,4151322.47,21,197682.0224
12/13/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Business Multi Channel,53704-3012,3497,4151322.47,21,197682.0224
12/12/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53717-9101,4197,4151322.47,21,197682.0224
12/12/2023,1000,4.57E-05,Donation,Unrestricted,2023 Year-End,Individual Mailing,53705-4359,3262,99027.43,3,33009.14333
12/12/2023,1000,4.57E-05,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53711-2133,19146,15722436.67,21,748687.4605
12/11/2023,1000,4.57E-05,Donation,Unrestricted,2023 Year-End,Individual Mailing,53555-9648,4729,99027.43,3,33009.14333
12/10/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53704-1828,19111,4151322.47,21,197682.0224
12/8/2023,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53562-1133,2350,4151322.47,21,197682.0224
12/8/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Multi Channel,46268,6661,4151322.47,21,197682.0224
12/6/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-1758,19104,4151322.47,21,197682.0224
12/4/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Multi Channel,53092,13334,4151322.47,21,197682.0224
12/4/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53711-2512,3849,110700.59,3,36900.19667
12/4/2023,1000,4.57E-05,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53532-9207,4824,15722436.67,21,748687.4605
12/4/2023,1000,4.57E-05,Donation,Unrestricted,2023 Year-End,Individual Mailing,53532-9207,4824,99027.43,3,33009.14333
12/1/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5950,2003,4151322.47,21,197682.0224
12/1/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53713-1529,5105,110700.59,3,36900.19667
11/30/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-4632,9344,4151322.47,21,197682.0224
11/30/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53704-4330,19040,4151322.47,21,197682.0224
11/29/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Business Mailing,53531-9661,3318,4151322.47,21,197682.0224
11/28/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-2723,4000,4151322.47,21,197682.0224
11/28/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE - Sponsor,Business Online,53703-3515,5167,11657.75,2,5828.875
11/27/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Multi Channel,53704-5917,4276,4151322.47,21,197682.0224
11/27/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Business Multi Channel,53716-3964,2822,4151322.47,21,197682.0224
11/27/2023,1000,4.57E-05,Donation,Programs/Operations,2023 Giving Tuesday,Business Multi Channel,53590-1287,4355,40447.5,1,40447.5
11/24/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53532-9141,3038,4151322.47,21,197682.0224
11/23/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53593-2036,4446,110700.59,3,36900.19667
11/23/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53703-4734,3145,110700.59,3,36900.19667
11/22/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-3856,4443,4151322.47,21,197682.0224
11/20/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53558-9063,14295,4151322.47,21,197682.0224
11/17/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18920,4151322.47,21,197682.0224
11/17/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1769,377,4151322.47,21,197682.0224
11/16/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-3337,4189,4151322.47,21,197682.0224
11/16/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Service Org Multi Channel,53562-4918,7229,4151322.47,21,197682.0224
11/16/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53704-5753,3956,4151322.47,21,197682.0224
11/14/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Multi Channel,53029-9389,19134,4151322.47,21,197682.0224
11/13/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE - Sponsor,Service Org Multi Channel,53704-2637,6770,11657.75,2,5828.875
11/13/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53217-5331,18855,4151322.47,21,197682.0224
11/10/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53716-1677,3809,110700.59,3,36900.19667
11/10/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Foundation Multi Channel,53711-5883,3621,110700.59,3,36900.19667
11/9/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Foundation Mailing,53701-1497,18860,110700.59,3,36900.19667
11/8/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE - Sponsor,Business Multi Channel,53703-3047,3223,11657.75,2,5828.875
11/7/2023,1000,4.57E-05,Donation,Programs/Operations,2023 Giving Tuesday,Individual Multi Channel,53704-2012,3748,40447.5,1,40447.5
11/5/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53705-4425,14041,110700.59,3,36900.19667
11/5/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53597-9002,15436,4151322.47,21,197682.0224
11/3/2023,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53597-9694,12055,4151322.47,21,197682.0224
11/3/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Foundation Multi Channel,02903-1758,6771,4151322.47,21,197682.0224
11/2/2023,1000,4.57E-05,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53705-4424,18808,4151322.47,21,197682.0224
11/1/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53716-1138,708,4151322.47,21,197682.0224
11/1/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Online,53532-9210,14067,4151322.47,21,197682.0224
10/28/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53532-1770,2582,110700.59,3,36900.19667
10/24/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53717-2148,3084,4151322.47,21,197682.0224
10/23/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1769,377,4151322.47,21,197682.0224
10/18/2023,1000,4.57E-05,Donation,Unrestricted,2023 HOPE - Sponsor,Faith Comm Multi Channel,53704-6483,4723,11657.75,2,5828.875
10/16/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-4715,4077,4151322.47,21,197682.0224
10/13/2023,1000,4.57E-05,Donation,Programs/Operations,2023 HOPE,Individual Mailing,53705-4359,3262,110700.59,3,36900.19667
10/1/2023,1000,4.57E-05,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53704-1042,474,15722436.67,21,748687.4605
9/29/2023,1000,4.57E-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-1412,4937,4151322.47,21,197682.0224
